greeninnovation,integrity,quality,respect,teamwork,document_length,Doc_ID
6.2907353994192725,27.03328882906845,18.50991362069989,14.162731245169375,7.783861015350437,2144.0,1743-19/6/2008
9.827042137607116,14.70776859615827,23.988763908766735,7.995633726128974,14.504318886178474,2155.0,1743-20/6/2008
14.809001114007097,14.39280644556873,4.25730429156203,10.943990133346226,2.589940324555355,2269.0,1743-23/7/2008
12.99322294156763,17.183684809832478,31.736567551348042,22.392578546762863,11.413197523411355,2232.0,1743-23/10/2008
32.33104205951077,23.880180822366988,38.03938876651775,22.138402014816588,6.032746987508062,2300.0,1743-29/1/2009
25.952646464752718,24.774089804459535,58.90521353125074,31.769099114478433,3.5908493895897857,2275.0,1743-29/4/2009
31.49369129351669,26.91694497854639,39.42551288819186,18.828316588459877,13.534177993968134,1988.0,1743-17/8/2009
15.815574092173575,42.28631484857813,50.12154939426168,68.99198226850771,36.51669979245814,2304.0,1743-3/11/2009
6.8455976627265755,28.27384345199127,31.137756460008777,42.478389752620124,0.15779224372978815,1729.0,1743-2/2/2010
22.031107989629884,24.723445095252078,38.29463185464029,20.260999754702997,7.106317771987064,2175.0,1743-28/4/2010
24.1845587185986,27.288099645061312,56.7798536858125,21.30608108582406,17.004350990924173,1895.0,1743-22/7/2010
26.8352144415376,24.975558737525862,32.41108827694858,23.556203948292133,14.00503991089052,2189.0,1743-4/11/2010
20.244639122212742,29.921766406650338,20.177038265625615,22.81662733493479,17.587525070829123,1466.0,1743-4/2/2011
5.098944077832023,9.124940997791,13.133793738632127,4.191427584807281,3.1928701620383935,1724.0,1743-25/4/2011
17.981916087853264,8.925422363826241,43.19876705776388,17.8430005938883,3.992347454290654,2040.0,1743-19/5/2011
10.002326221569277,15.805116256934173,12.313909349157699,4.8464327638372104,4.617615675213109,1353.0,1743-3/8/2011
41.11419397065055,52.071197363958866,36.26781885121312,64.65086440709288,11.826413275034813,1844.0,1743-22/10/2011
1.4895369857967613,4.197662856911027,3.1087120174062033,1.174213222662022,0.15779224372978815,335.0,1743-25/10/2011
10.29462211671575,24.347835999988085,40.618687036224415,21.365421432578188,11.667932280012351,1705.0,1743-28/10/2011
26.70015479629805,25.435388912671627,5.59159185616104,13.820884683969966,1.4962147186176955,1742.0,1743-28/1/2012
40.50706564105674,50.197317713694886,33.82731232159523,74.68547674526428,7.283612479931303,2109.0,1743-19/3/2012
13.777076238957044,31.28691491742886,41.73425560508858,8.039826639162191,21.14518959774573,1769.0,1743-27/4/2012
27.259672419994537,17.99780609771239,9.103631369346344,13.144088660496244,20.131613853729142,1825.0,1743-23/5/2012
66.84018516819818,20.195875131482126,77.94281769294895,61.684360407296694,83.55713486988886,2214.0,1743-18/6/2012
10.429552096533671,14.624678816946167,18.807724672120752,15.472530007489983,8.709008811934089,2152.0,1743-1/8/2012
20.814490107436203,18.15851179550798,30.759804274384397,8.62016385319285,9.869915918470328,2182.0,1743-2/11/2012
21.73334054167312,15.919692975484892,18.184977305427573,34.115826766456024,18.060305868957705,2236.0,1743-31/1/2013
22.517778868081745,13.490441971178543,22.66558444426834,48.666088694916176,3.4049671075955414,867.0,1743-30/4/2013
20.50517906930471,11.11991656022101,30.393177543233982,19.61953305306425,2.6113385226368155,1011.0,1743-9/8/2013
12.741477294726838,29.48500446325958,51.404385127396,37.542513664060586,6.783219795562209,743.0,1743-11/11/2013
25.94919435755622,18.564150400104594,8.595725218400881,4.7363144436809055,6.78747747734911,2149.0,1743-31/1/2014
27.53428847856957,21.590300909571518,11.253965106216056,27.750594262676614,16.529161128141038,1824.0,1743-2/5/2014
3.6031526855974483,4.578885997137892,2.4527023108808255,0.0,4.689255213191512,346.0,1743-21/5/2014
6.752383196615455,8.582366045922656,1.2198164433176646,7.605845420757721,1.4364658363729634,512.0,1743-9/6/2014
23.890084900803046,32.57759382711429,49.83894015409379,59.86947134631718,11.61628189633257,2164.0,1743-1/8/2014
28.179232782460396,36.805301332753054,63.09999227119164,47.07567358919401,14.569439609478591,2145.0,1743-5/11/2014
39.54699061813492,30.054447896576352,36.77069638984558,51.216039749606196,22.909533933639473,2247.0,1743-4/2/2015
7.99336024184068,7.109065030434227,11.273275812730796,6.521016643450074,6.89213857761968,1620.0,1743-4/5/2015
50.676158280122756,47.81434012090727,83.95484865365349,58.41685741498174,31.23451083288394,1805.0,1743-3/6/2015
27.13091087564177,20.29485924944517,32.24297353805242,13.777659960395788,20.99247281669695,2201.0,1743-4/8/2015
11.92148613166579,15.163267512077542,12.474465079053571,16.508605326732408,6.945660265005244,1495.0,1743-17/9/2015
24.83661276998588,14.11593915003456,33.387816366048234,35.73756092094426,22.086629216664036,2187.0,1743-30/10/2015
44.39118660512251,7.602153611695915,18.83302030906893,27.988508980443758,21.13172991335698,2243.0,1743-4/2/2016
30.941170465175013,13.884319558448851,28.12620606448508,28.81005996698738,14.745649794236705,2164.0,1743-29/4/2016
29.21766201236032,17.00333930411101,49.96087811834052,39.96143574784606,23.64972187468879,1840.0,1743-18/5/2016
54.534482356459705,24.84425077527365,80.61894458555682,61.89107675082466,51.57284147457543,1909.0,1743-10/6/2016
24.177271984557226,12.034036018950745,29.957516475027326,28.623633990454152,10.025915108638825,2172.0,1743-30/7/2016
45.18839959480155,17.364262284119143,35.04342020518868,27.70355927796875,7.402018938047897,1391.0,1743-16/9/2016
17.563658831911628,31.2362002713903,34.86938851646911,51.413527022788834,30.471165960729174,2147.0,1743-7/11/2016
29.739823982811746,16.40155174038543,39.6049409504179,20.469102433667185,12.539397870828628,2202.0,1743-11/2/2017
29.073306993199285,20.081894986926535,56.23544828747448,34.07551174792489,6.731403246030737,2180.0,1743-9/5/2017
56.04185826129786,36.502682711716126,97.06882281735655,74.66301759345919,33.15206457512198,2203.0,1743-15/6/2017
14.953638788409128,21.97613686351091,42.054475576789706,24.31319446459929,22.049438620371383,2132.0,1743-31/7/2017
13.817770891933494,16.018643876537787,22.236810365280373,33.98446534065112,36.940121833837495,1783.0,1743-31/1/2018
29.162356701470628,13.146533315633455,49.86830109363567,21.596668985276942,21.62760134455177,1728.0,1743-14/2/2018
17.179467129718752,10.289386444818057,18.214073997066127,17.54097159977385,11.437177395685843,1019.0,1743-13/5/2018
49.0661807048256,42.48536470965289,110.05743573015636,87.49985465517106,26.964154867254816,1876.0,1743-26/6/2018
48.176217786488486,15.609947989352303,54.85920746972482,33.58777744558018,24.088208998927854,1974.0,1743-10/8/2018
44.041724630593016,17.970831802689077,39.44068350029824,36.592230360850905,18.377322122255258,2235.0,1743-8/11/2018
43.78776581959004,20.351780956215077,34.7159581281931,43.29287368694743,30.005451670993303,2241.0,1743-4/2/2019
34.986756557709455,21.245644802072178,51.07325769186115,17.794474196265075,11.611804065985398,2205.0,1743-10/5/2019
21.432673876853332,2.8749795025694476,7.934585444404082,9.472733035569956,11.636179691936963,662.0,1743-11/7/2019
40.257283386261136,19.53809255041735,67.88165672911953,17.22737335413306,5.792988226932796,2280.0,1743-28/8/2019
44.61973390077719,16.926733030583797,65.0423883360494,27.92243711600304,15.596771135871405,2219.0,1743-22/11/2019
56.48408288806618,24.36325717876595,20.20389372785665,13.54112202050461,10.171599318742224,2215.0,1743-10/2/2020
12.9982661884798,23.834531846274743,25.887441781580456,31.748489910700346,13.662285058359029,2145.0,1743-26/5/2020
66.79392076875146,31.94335499938083,39.79352855145529,90.65765493545128,38.47789272162765,1663.0,1743-28/5/2020
40.9529318543875,34.31089622469753,65.5205170955636,50.463786921080484,26.717703139052944,2157.0,1743-3/9/2020
20.641110611892145,26.77019777954733,35.35960840443421,22.894439762659527,28.002680016499006,2175.0,1743-3/11/2020
27.609758170989604,23.652004033374954,19.563283046644692,22.705272657537847,1.9321805360633464,2252.0,2312-25/10/2008
30.852711514599555,50.744735409785356,30.0555837061404,69.02630526634063,17.086513327019997,6014.0,2312-18/3/2009
12.31582845705468,18.814363325369044,21.647734951097043,58.24527431360087,11.120993038145757,1986.0,2312-25/4/2009
10.023667670995298,15.718082543721074,25.726680267203186,29.46021829244408,1.649454789189757,2018.0,2312-22/7/2009
16.015710518459603,16.04585280438822,36.46464727382319,63.810404492511815,5.607963707829498,4105.0,2312-10/12/2009
4.875757262017181,11.593582344546597,21.655687392117688,24.039741680836972,1.649454789189757,1621.0,2312-29/1/2010
15.47355969071643,10.442482618283444,16.385411164675162,32.106205295805516,12.896862370192645,1295.0,2312-15/5/2010
6.274564860516692,9.346214083312509,9.31963066912245,4.5782769923938735,7.68884255900659,1385.0,2312-22/7/2010
25.797926317007274,5.4206536066610775,17.29767859571543,16.30402033591237,5.8970988908141155,1023.0,2312-22/10/2010
27.014789196752027,10.379811116686968,36.26014094184918,39.75074753615641,10.722749414977649,2131.0,2312-27/1/2011
6.545431151477281,1.1236820210230414,9.776564593723151,4.597726741780181,9.70885398021477,1465.0,2312-22/4/2011
17.218097414100203,5.636054604440272,8.430223334415803,24.47958613234151,2.683396476922206,1393.0,2312-21/7/2011
6.070832213379996,3.880599603459924,9.118784163209867,8.915205788486745,3.461566090196091,1280.0,2312-26/10/2011
9.199492148153748,12.161422727441577,21.254591778193785,11.525196774323582,3.962070069565381,1549.0,2312-27/1/2012
15.602937607020268,16.981074199483245,29.149994253744314,24.111926864946895,2.524969735720312,1905.0,2312-25/4/2012
17.00246632808136,4.275937189499889,20.141983692336435,8.614454080286112,0.0,1776.0,2312-25/7/2012
20.590875157874144,36.913996970045034,26.112860650367228,39.342610186975975,15.138942180791343,2212.0,2312-19/10/2012
17.607690847945126,7.151795067352995,23.003314222558807,46.46503916131326,16.43601958668211,1834.0,2312-30/1/2013
11.483025897950082,11.588703350914502,24.86119546431849,25.418086065198683,4.68615317577727,1817.0,2312-24/4/2013
18.429105117153867,12.757514195765074,13.514517000046709,22.224490958810364,0.15779224372978815,1665.0,2312-24/7/2013
22.824911879898263,13.909381769055756,7.12078107165525,12.81290693530416,0.15779224372978815,1878.0,2312-23/10/2013
18.98688367542942,8.352114174237764,39.28595661094337,13.56430148559851,9.955394939006986,1500.0,2312-31/1/2014
14.152385535163859,9.615454576553134,20.013614754407804,26.437661269937312,1.491662545459969,1779.0,2312-24/4/2014
15.726793343856682,4.748500601968315,23.794851091032893,22.008957967496944,5.217348095176078,1354.0,2312-23/7/2014
24.013052336625474,7.117742653915138,14.446245489696166,19.004795197763443,0.15779224372978815,2016.0,2312-22/10/2014
20.478613285909493,17.019329823154678,7.336818978603575,22.35875249740614,4.7066469559033814,1813.0,2312-30/1/2015
9.82143637111054,13.102762627953334,21.985241331734297,7.612855252454851,3.205823711038785,1625.0,2312-25/4/2015
25.619992565087806,6.8359734415562645,17.369744169952785,18.734199651333572,2.938658218453466,2116.0,2312-28/7/2015
43.38838380251677,8.193549850755858,16.66356125951794,23.117193247025,7.768578546270088,1934.0,2312-22/10/2015
39.5484725436387,9.381917965678616,17.740931113329577,19.08935691134291,10.985019438482935,2103.0,2312-26/3/2016
20.410147355191118,4.995823222701147,11.785474660295142,25.567774003820578,1.4364658363729634,1862.0,2312-27/4/2016
4.566244718947981,17.40021864965486,15.243329839870714,23.46363975870062,4.2541403300598555,1438.0,2312-27/7/2016
30.843201354759493,31.33691118517786,25.135586316299097,18.54349596370933,8.69254942539423,2191.0,2312-27/10/2016
24.105962382065886,33.56092257698175,27.314682227247243,8.587983435687065,8.422306458139222,1967.0,2312-29/1/2017
47.49325340715389,24.891758561355605,27.41439839186292,15.332599857808352,13.212939645856387,1920.0,2312-21/4/2017
21.653428924539806,13.497644807727356,7.83419718525366,14.714249117972233,6.167104249441979,1539.0,2312-26/7/2017
21.73689746389226,11.073697647508633,6.525427541531849,7.06659737932825,0.2671654925853185,1574.0,2312-25/10/2017
47.46177382704297,19.245512661873555,17.42340863809252,26.663538650237122,6.940970837500512,2147.0,2312-31/1/2018
36.80671938907772,32.827769563417185,35.247898042535795,33.094140611977174,25.725594887913513,2183.0,2312-25/4/2018
65.82070983570237,12.964505570608752,39.880439475757015,25.928397415489343,31.114695547571593,2083.0,2312-26/7/2018
34.84955097827955,2.3200435881085815,23.029193483958814,31.751041730872743,17.007061840207207,1280.0,2312-24/10/2018
41.379847825977926,28.209369586638534,28.34042682468314,35.39940526167162,13.35613632754314,2153.0,2312-30/1/2019
55.19993159025819,8.471872366725716,25.618908013443672,60.21706748656223,19.666144922168463,1994.0,2312-24/4/2019
44.123896083697026,5.804206398331571,37.17049299372922,33.4988374954505,15.755843714160806,2026.0,2312-25/7/2019
26.810236949070543,4.291785440652015,19.863752081440133,25.77080974608639,8.01427527731905,1556.0,2312-14/11/2019
0.04152195090840215,3.8381418320112397,5.013738667585907,6.261276822638572,1.8957762238976794,325.0,2312-31/5/2020
10.8488844439761,13.163296288925018,10.456951820085894,25.458290048809978,6.973899657826012,2205.0,2312-6/6/2020
46.288569740487254,26.474782638696027,17.010460306913647,34.546594804374315,15.805310234463972,1676.0,2312-8/6/2020
36.384607455444055,34.815968432986864,38.38454704819439,67.18664145843267,28.30734543760468,2301.0,2312-11/6/2020
32.407823871734976,9.026854632977232,30.534801248173416,39.05006749159165,26.966760930461184,2112.0,2312-28/8/2020
27.57675627704289,16.003225099070576,17.597299163442294,46.125889561980216,16.91120595243402,2176.0,2312-20/11/2020
18.472334105851854,11.573096221395518,24.254505364597467,26.06559167942555,9.635218231062163,1945.0,2555-20/6/2008
15.23023861912928,2.443494952800757,18.105510049361577,0.6347830173966573,0.0,1023.0,2555-10/12/2009
9.893042832769288,8.201358315800157,12.644823323252991,5.278879036925492,0.2671654925853185,893.0,2555-22/4/2010
3.4118959766325867,4.898382799858068,3.9748286200852077,5.186228265954537,0.0,530.0,2555-2/7/2010
7.909211570157864,10.736071857428806,8.615571337331037,0.8946529589042318,0.0,906.0,2555-31/8/2010
22.486466487008226,12.559862381663802,15.9279610050993,8.912750382259453,7.442447269144301,1479.0,2555-22/12/2010
6.43756063293351,7.5653749525509095,11.048471594701615,2.9845740610715277,7.663258085830792,1180.0,2555-19/4/2011
18.060026508549345,19.19849318509266,18.06825692664559,5.389587822678032,0.0,1502.0,2555-20/5/2011
7.412761062215447,1.8400761804071915,4.17915172052376,11.759681085752447,1.5741424593057451,806.0,2555-7/6/2011
