greeninnovation,integrity,quality,respect,teamwork,document_length,Doc_ID
87,40,38,23,26,2231,10386-17/9/2009
53,8,24,5,6,2250,10386-10/12/2009
23,3,6,1,2,792,10386-14/12/2009
46,32,24,13,7,1184,10386-15/3/2010
68,31,38,10,17,2170,10386-12/5/2011
45,10,19,8,6,842,10386-18/7/2011
81,50,78,41,10,2352,10386-11/8/2011
20,25,12,2,4,1393,10386-30/8/2011
24,3,11,3,2,922,10386-7/11/2011
106,10,25,12,7,1347,10386-14/3/2012
89,22,47,11,7,2052,10386-9/5/2012
79,11,31,9,7,1540,10386-10/11/2012
67,34,14,14,10,1524,10386-13/3/2013
48,23,13,1,5,1468,10386-9/5/2013
96,45,52,14,7,2406,10386-14/5/2013
87,17,20,17,13,1908,10386-12/8/2013
68,20,17,22,7,1879,10386-8/11/2013
37,11,11,7,6,958,10386-5/3/2014
47,22,20,4,8,1399,10386-13/5/2014
114,39,61,32,16,1998,10386-8/8/2014
65,15,29,12,12,992,10386-6/11/2014
76,25,18,11,7,2064,10386-5/3/2015
72,10,28,5,9,1433,10386-6/5/2015
37,15,28,7,8,1608,10386-12/6/2019
29,19,17,4,4,2256,10386-9/7/2019
82,7,14,11,18,2233,10386-6/6/2020
45,36,16,25,7,1836,10549-3/6/2013
62,56,26,16,12,1858,10549-29/5/2014
108,40,37,28,16,1918,10549-24/9/2018
82,47,30,40,28,1816,10549-6/1/2020
60,18,13,2,0,2245,10787-11/11/2008
77,26,14,11,1,2176,10787-5/2/2009
76,22,17,2,2,2211,10787-4/5/2009
63,32,25,5,6,2241,10787-30/7/2009
50,24,19,6,3,2131,10787-10/12/2009
52,30,12,9,1,1661,10787-5/2/2010
56,13,17,10,3,1673,10787-3/8/2010
75,15,22,1,5,2204,10787-10/11/2010
54,24,3,10,4,2258,10787-27/1/2011
45,20,8,7,7,1678,10787-11/5/2011
58,23,16,6,6,1679,10787-19/5/2011
309,57,94,18,27,8845,10787-20/5/2011
33,12,9,3,2,1201,10787-29/7/2011
46,52,11,9,18,1773,10787-18/10/2011
60,55,20,15,10,1884,10787-30/11/2011
91,18,33,6,9,2252,10787-9/2/2012
88,47,54,24,15,2205,10787-3/4/2012
89,47,54,25,17,2672,10787-4/4/2012
132,46,59,7,12,2227,10787-7/4/2012
100,26,46,11,11,2186,10787-26/4/2012
11,22,15,4,2,758,10787-26/6/2012
92,32,43,8,7,2238,10787-31/7/2012
158,39,87,21,42,2112,10787-19/9/2012
83,30,23,8,12,2185,10787-15/11/2012
74,30,24,5,13,2109,10787-30/1/2013
94,56,67,24,15,2221,10787-23/2/2013
1,12,1,1,0,512,10787-6/3/2013
59,28,27,5,7,2159,10787-26/4/2013
72,47,84,12,34,2248,10787-5/6/2013
99,41,71,17,13,2012,10787-14/6/2013
98,30,49,11,10,2157,10787-29/7/2013
110,48,79,13,32,1797,10787-17/9/2013
94,24,17,0,4,2181,10787-14/11/2013
85,99,49,7,13,2206,10787-6/12/2013
102,27,34,15,4,2143,10787-31/1/2014
84,37,50,14,21,1818,10787-21/2/2014
3,8,0,1,1,437,10787-5/3/2014
140,55,79,15,26,2191,10787-12/3/2014
89,14,38,8,6,2172,10787-25/4/2014
66,26,17,7,9,2075,10787-25/7/2014
3,9,2,2,3,471,10787-11/9/2014
128,38,75,16,31,1877,10787-16/9/2014
64,19,32,1,4,2241,10787-13/11/2014
166,32,114,24,25,2315,10787-27/11/2014
126,19,53,10,16,2234,10787-30/1/2015
111,40,50,6,20,2013,10787-20/2/2015
67,12,29,5,9,2232,10787-24/4/2015
69,27,44,7,14,2224,10787-31/7/2015
120,20,61,7,30,1831,10787-17/9/2015
104,17,53,15,8,2204,10787-13/11/2015
131,32,75,27,20,2273,10787-25/1/2016
101,37,51,12,14,2240,10787-29/1/2016
8,9,2,2,1,478,10787-9/3/2016
77,16,30,18,18,2174,10787-14/5/2016
73,30,41,21,21,2163,10787-30/7/2016
155,59,60,26,21,2155,10787-12/7/2019
96,28,41,20,9,3890,10789-20/6/2008
55,24,44,14,8,2217,10789-27/10/2008
34,20,30,8,5,1678,10789-24/9/2009
20,12,11,6,5,1356,10789-19/7/2010
24,7,15,3,4,1050,10789-1/9/2010
52,15,22,13,8,1958,10789-28/10/2010
27,11,20,11,5,1516,10789-24/2/2011
32,9,10,5,5,863,10789-11/5/2011
54,16,32,7,6,1749,10789-29/7/2011
52,27,37,13,7,1688,10789-23/1/2012
42,7,20,7,3,1667,10789-17/4/2012
68,21,39,19,11,2175,10789-26/4/2012
42,17,24,10,10,1764,10789-27/7/2012
54,27,30,6,7,2277,10789-27/10/2012
52,16,16,13,7,2224,10789-8/2/2013
65,25,25,11,9,2322,10789-26/4/2013
49,18,19,6,6,2006,10789-26/7/2013
67,10,20,21,17,2275,10789-25/10/2013
84,15,17,10,5,2233,10789-7/2/2014
63,18,21,5,5,2234,10789-25/4/2014
46,18,18,13,11,2009,10789-25/7/2014
41,13,21,6,10,1625,10789-23/10/2014
71,45,31,7,17,2339,10789-20/11/2014
87,20,42,13,18,2221,10789-5/2/2015
50,19,18,11,15,1206,10789-24/4/2015
67,18,37,18,17,2201,10789-23/7/2015
94,31,48,19,20,2197,10789-1/10/2015
63,26,32,8,19,2167,10789-22/10/2015
78,59,46,10,10,2187,10789-17/11/2015
53,22,23,11,7,2270,10789-19/2/2016
77,16,35,14,19,2211,10789-28/4/2016
57,21,20,8,15,1626,10789-29/7/2016
75,21,29,18,16,2203,10789-28/10/2016
63,20,21,5,9,2242,10789-13/2/2017
57,46,29,12,10,1767,10789-4/3/2017
55,37,23,20,10,2219,10789-28/4/2017
154,110,115,46,41,4123,10789-23/5/2017
81,41,43,6,12,1785,10789-7/6/2017
81,41,39,9,9,1871,10789-9/6/2017
69,35,50,17,13,1668,10789-16/6/2017
51,35,42,9,4,2250,10789-28/7/2017
50,32,20,10,14,1252,10789-9/9/2017
77,29,58,9,5,2182,10789-28/10/2017
62,73,47,24,19,2296,10789-30/11/2017
69,17,14,5,5,2245,10789-23/2/2018
90,29,29,11,18,2258,10789-5/5/2018
67,33,28,6,6,1536,10789-9/6/2018
77,60,45,11,19,2082,10789-23/6/2018
112,34,36,13,8,2289,10789-5/8/2018
39,16,18,3,8,770,10789-30/8/2018
124,78,78,20,19,3421,10789-7/9/2018
47,36,22,5,9,1560,10789-28/9/2018
20,51,25,27,9,1385,10789-8/10/2018
17,19,5,15,4,640,10789-11/10/2018
81,33,23,10,9,1458,10789-12/10/2018
99,28,24,7,13,2237,10789-13/11/2018
67,47,16,26,14,1441,10789-8/12/2018
58,47,17,9,4,2286,10789-25/2/2019
29,39,24,19,12,1323,10789-20/3/2019
49,80,58,38,28,2233,10789-11/4/2019
62,24,30,8,13,1762,10789-19/4/2019
66,24,34,9,6,2270,10789-8/5/2019
81,58,34,10,16,2106,10789-4/6/2019
68,48,38,11,15,2125,10789-28/6/2019
93,50,53,23,16,2272,10789-9/7/2019
35,17,20,6,6,1184,10789-15/7/2019
66,56,37,11,20,1988,10789-20/8/2019
47,30,17,1,11,1732,10789-27/8/2019
95,29,33,7,16,2092,10789-3/11/2019
71,34,37,9,20,1768,10789-1/12/2019
122,49,34,25,26,2193,10789-1/1/2020
89,21,26,9,18,2239,10789-19/2/2020
27,26,17,3,8,949,10789-6/3/2020
1,3,0,0,1,161,10789-17/6/2020
91,19,74,46,22,2286,10789-23/6/2020
101,37,64,12,26,2105,10789-15/7/2020
37,37,26,8,10,1265,10789-21/7/2020
92,24,64,29,18,2276,10789-9/9/2020
40,43,11,3,10,1050,10789-29/9/2020
103,42,32,17,9,2277,10789-5/11/2020
32,25,38,14,16,1193,10789-9/11/2020
59,49,29,7,13,1840,10789-17/11/2020
97,24,41,7,9,2862,10916-20/6/2008
65,6,24,0,6,1558,10916-23/7/2008
34,10,28,4,6,1288,10916-25/4/2009
56,13,38,5,4,1424,10916-20/8/2009
93,21,61,8,10,2937,10916-10/12/2009
43,13,27,8,0,1266,10916-2/2/2010
14,7,17,1,3,1064,10916-6/2/2010
22,6,7,3,5,1169,10916-1/6/2010
23,11,14,4,3,1352,10916-9/8/2010
30,7,26,9,7,1419,10916-27/10/2010
28,6,16,9,4,1173,10916-26/1/2011
39,8,24,6,6,1356,10916-11/5/2011
20,3,8,0,2,775,10916-27/7/2011
10,7,13,2,2,990,10916-20/1/2012
13,6,6,1,2,836,10916-1/2/2012
25,13,10,4,2,1527,10916-25/4/2012
22,20,36,2,6,1502,10916-26/7/2012
66,18,25,8,12,1715,10916-24/10/2012
58,30,36,10,8,2251,10916-25/1/2013
33,8,12,5,2,1661,10916-24/4/2013
40,54,25,6,7,2284,10916-30/4/2013
45,13,8,5,3,1617,10916-24/7/2013
35,12,20,0,1,1569,10916-24/10/2013
41,12,13,4,3,2241,10916-29/1/2014
38,17,10,7,5,1625,10916-24/4/2014
52,12,23,8,6,1891,10916-23/7/2014
40,12,14,0,4,1637,10916-30/10/2014
26,17,20,15,1,1495,10916-17/12/2014
57,6,15,3,1,1870,10916-28/1/2015
46,11,10,4,3,1711,10916-3/5/2015
52,15,23,4,5,2256,10916-30/7/2015
71,42,26,13,2,2260,10916-28/10/2015
39,22,23,17,2,1812,10916-15/2/2016
39,38,12,6,1,2050,10916-27/4/2016
40,52,39,25,15,2170,10916-23/5/2016
30,9,8,1,2,832,10916-28/7/2016
38,27,23,4,8,2068,10916-27/10/2016
73,16,27,6,3,2281,10916-26/1/2017
4,2,11,2,4,341,10916-21/4/2017
45,82,55,24,12,2274,10916-26/4/2017
38,17,11,1,5,1926,10916-27/4/2017
54,20,20,9,7,1957,10916-27/7/2017
65,16,24,3,6,2229,10916-14/11/2017
156,130,103,55,23,5909,10916-26/4/2018
43,14,23,9,6,1549,10916-26/7/2018
30,21,16,2,6,1576,10916-31/10/2018
31,41,17,7,5,2038,10916-3/2/2019
21,11,10,15,8,1078,10916-23/4/2019
38,16,13,12,6,1722,10916-25/4/2019
41,25,15,9,3,1834,10916-22/8/2019
39,21,20,4,2,1985,10916-8/11/2019
38,28,15,14,9,1767,10916-4/2/2020
58,31,44,15,20,2310,10916-1/5/2020
23,23,40,21,11,1064,10916-4/5/2020
50,33,39,18,12,2080,10916-18/8/2020
36,23,24,7,4,1581,10916-29/10/2020
34,8,33,4,8,1208,10999-3/2/2011
8,1,7,0,1,715,10999-16/2/2011
9,0,10,1,3,377,10999-20/5/2011
13,3,6,1,3,741,10999-29/7/2011
3,3,8,0,1,584,10999-27/1/2012
6,0,4,0,0,338,10999-4/5/2012
28,1,14,0,1,913,10999-25/7/2012
52,7,41,1,3,1760,10999-26/7/2013
34,2,21,2,2,1441,10999-25/10/2013
18,3,20,0,1,816,10999-23/4/2014
15,3,7,2,1,627,10999-24/7/2014
26,0,10,0,1,768,10999-25/10/2014
16,3,11,0,1,653,10999-23/4/2015
24,1,13,1,2,796,10999-17/8/2015
32,1,17,1,1,846,10999-23/10/2015
40,3,26,4,4,1157,10999-28/1/2016
31,3,19,1,0,696,10999-21/4/2016
45,1,31,1,8,932,10999-20/10/2016
267,44,160,9,33,9245,10999-30/7/2017
23,9,11,6,5,951,10999-1/8/2017
21,4,17,1,3,796,10999-26/10/2017
56,11,16,1,5,1683,10999-2/2/2018
51,9,44,5,10,1437,10999-30/4/2018
56,6,20,4,5,1339,10999-1/8/2018
28,3,8,0,3,1018,10999-30/10/2018
10,1,7,1,2,647,10999-5/2/2019
31,4,24,0,4,1033,10999-28/4/2019
16,1,10,1,0,402,10999-10/10/2019
21,3,12,1,3,842,10999-5/11/2019
30,8,10,1,3,979,10999-3/2/2020
37,4,27,12,5,1325,10999-30/7/2020
37,9,18,18,10,1433,10999-11/8/2020
20,10,9,7,5,1058,10999-29/10/2020
102,21,25,12,6,2357,11217-24/10/2008
70,23,18,0,6,1494,11217-5/2/2010
52,14,11,2,0,1543,11217-25/11/2010
64,21,16,11,1,1832,11217-5/2/2011
54,16,12,0,2,1558,11217-11/5/2011
82,28,28,5,7,1603,11217-25/7/2011
23,4,3,0,1,662,11217-25/10/2011
25,22,20,10,2,702,11217-5/1/2012
108,40,16,13,10,2152,11217-7/2/2012
100,36,24,12,10,2140,11217-27/4/2012
116,49,30,26,16,2655,11217-24/7/2012
121,111,49,35,23,2325,11217-28/9/2012
94,52,25,4,4,2292,11217-24/10/2012
124,53,9,13,26,2266,11217-28/1/2013
26,13,9,1,1,1098,11217-6/2/2013
118,90,49,34,17,2301,11217-5/3/2013
106,35,22,4,3,2320,11217-26/4/2013
62,32,15,12,9,1754,11217-25/7/2013
82,27,23,9,6,1813,11217-30/10/2013
170,64,61,24,19,2330,11217-7/12/2013
33,15,9,0,1,1021,11217-7/2/2014
123,45,46,27,16,2352,11217-15/3/2014
82,36,21,37,23,1453,11217-3/4/2014
49,14,10,0,4,853,11217-26/4/2014
126,52,31,8,6,2324,11217-28/4/2014
148,74,39,16,23,3464,11217-18/7/2014
73,39,18,16,6,2357,11217-27/10/2014
54,34,20,7,7,1794,11217-28/10/2014
162,69,21,9,14,3445,11217-5/2/2015
119,57,54,31,24,2322,11217-7/3/2015
194,55,39,30,21,2210,11217-2/4/2015
27,2,2,2,1,501,11217-23/4/2015
87,21,8,1,12,2210,11217-15/8/2015
99,31,40,16,20,2283,11217-24/10/2015
119,44,30,9,14,2288,11217-8/2/2016
187,71,90,38,29,2309,11217-6/4/2016
205,50,35,13,12,2335,11217-22/4/2016
195,90,62,37,11,2324,11217-6/7/2016
177,41,45,18,14,2414,11217-19/7/2016
167,31,31,8,7,2431,11217-21/10/2016
163,33,34,18,12,2402,11217-1/2/2017
124,84,43,40,40,2157,11217-5/4/2017
102,36,28,5,24,2242,11217-25/4/2017
194,81,55,30,17,2360,11217-27/5/2017
134,20,33,3,11,2249,11217-19/7/2017
171,52,36,11,25,2431,11217-23/10/2017
184,31,31,12,8,2393,11217-31/1/2018
135,87,69,41,45,2312,11217-6/4/2018
174,36,23,4,13,2364,11217-25/4/2018
215,70,69,24,32,2395,11217-17/5/2018
233,56,26,5,25,2417,11217-7/9/2018
170,52,49,7,19,2401,11217-23/10/2018
151,40,30,13,13,2366,11217-3/2/2019
137,99,52,34,53,2209,11217-16/4/2019
96,26,31,6,11,2312,11217-25/4/2019
419,115,100,38,66,4685,11217-22/7/2019
145,26,33,8,11,2315,11217-21/10/2019
192,54,53,20,38,2194,11217-27/4/2020
141,28,30,3,9,2329,11217-10/6/2020
187,48,46,13,17,2414,11217-11/8/2020
177,29,31,14,12,2374,11217-23/9/2020
170,123,53,38,28,2318,11217-8/11/2020
173,14,46,14,12,2362,11217-23/11/2020
32,9,21,2,10,1234,11291-20/5/2011
94,28,40,4,8,3613,11315-19/6/2008
46,17,17,2,0,1581,11315-30/7/2008
36,10,12,4,3,1815,11315-10/2/2009
36,14,18,1,3,1465,11315-11/5/2009
75,19,24,0,4,1975,11315-25/8/2009
25,6,6,0,3,806,11315-13/11/2009
42,14,10,2,2,1686,11315-10/12/2009
23,3,17,0,2,802,11315-5/3/2010
42,8,15,0,3,1188,11315-28/4/2010
44,10,20,2,2,1310,11315-31/10/2010
32,14,37,2,7,1167,11315-8/2/2011
69,26,23,2,2,1767,11315-11/5/2011
40,4,13,1,7,1075,11315-24/5/2011
34,5,15,0,2,1128,11315-26/7/2011
47,24,11,1,2,1097,11315-20/1/2012
49,18,15,3,2,1563,11315-13/2/2012
37,6,10,1,2,973,11315-2/5/2012
108,13,36,7,4,1580,11315-1/8/2012
64,3,19,1,4,1256,11315-2/11/2012
107,32,44,9,8,2292,11315-12/2/2013
65,8,20,5,4,1187,11315-1/5/2013
57,13,16,5,4,1342,11315-30/7/2013
105,13,40,6,2,1972,11315-29/10/2013
76,22,16,5,1,1728,11315-12/2/2014
53,23,22,6,2,1384,11315-9/5/2014
25,2,10,0,2,924,11315-9/8/2014
58,16,15,27,9,1632,11315-5/11/2014
70,17,31,2,4,1618,11315-10/2/2015
49,9,21,4,6,1214,11315-8/5/2015
59,17,21,1,8,1507,11315-9/8/2015
83,31,28,19,22,3176,11499-19/6/2008
119,29,45,24,29,2312,11499-20/6/2008
38,23,20,2,5,1090,11499-10/9/2008
46,17,15,4,6,1634,11499-10/12/2008
74,48,17,24,8,2239,11499-11/3/2009
59,36,22,35,17,2283,11499-23/6/2009
87,17,34,17,16,2249,11499-10/9/2009
87,26,38,12,19,2188,11499-11/12/2009
54,25,16,14,17,1769,11499-23/3/2010
47,25,22,8,5,1659,11499-18/6/2010
131,33,40,31,35,2214,11499-9/9/2010
71,19,29,6,6,1529,11499-10/12/2010
89,11,29,19,12,1759,11499-16/6/2011
51,10,25,8,8,1391,11499-8/9/2011
86,3,22,6,2,1480,11499-22/9/2011
240,43,116,51,32,2329,11499-11/10/2011
57,11,17,3,6,1351,11499-8/2/2012
127,23,56,13,15,2290,11499-9/3/2012
90,12,24,7,6,1572,11499-19/6/2012
120,28,34,1,5,2353,11499-11/9/2012
214,36,83,38,40,2339,11499-4/10/2012
121,17,39,22,8,2294,11499-10/12/2012
101,17,36,12,6,2183,11499-8/3/2013
90,14,39,7,22,2347,11499-18/6/2013
107,9,31,16,14,1951,11499-9/9/2013
79,3,8,5,7,1362,11499-11/12/2013
206,32,84,71,22,2332,11499-14/12/2013
39,17,13,2,7,1091,11499-11/3/2014
70,5,16,6,6,1446,11499-18/6/2014
75,12,8,13,21,1485,11499-9/9/2014
195,40,128,101,63,2372,11499-14/10/2014
58,9,14,8,19,1508,11499-9/12/2014
25,6,12,2,0,965,11499-11/3/2015
129,5,40,19,19,2273,11499-16/6/2015
50,4,9,3,3,1389,11499-9/9/2015
224,31,102,68,42,2278,11499-28/9/2015
87,11,17,4,27,1996,11499-8/12/2015
73,11,11,1,19,1839,11499-8/3/2016
81,14,18,8,10,1797,11499-15/6/2016
140,22,44,13,10,2330,11499-7/9/2016
72,5,36,19,11,729,11499-23/9/2016
134,9,42,11,15,2147,11499-8/12/2016
115,72,70,26,36,2250,11499-16/1/2017
90,10,24,4,7,1764,11499-8/3/2017
112,16,30,13,19,2328,11499-14/6/2017
63,12,10,19,8,1527,11499-20/9/2017
2,8,5,1,1,278,11499-28/9/2017
85,14,49,27,31,1893,11499-7/12/2017
138,37,53,20,32,2247,11499-7/3/2018
182,15,72,33,48,2311,11499-13/6/2018
82,6,16,9,13,1356,11499-12/9/2018
9,13,11,10,9,486,11499-27/9/2018
141,33,42,51,28,2096,11499-10/12/2018
128,35,46,48,38,2287,11499-7/3/2019
121,14,39,16,14,2330,11499-19/6/2019
113,19,35,17,18,2266,11499-19/9/2019
46,15,21,20,9,538,11499-28/9/2019
212,71,60,87,20,2265,11499-8/10/2019
32,7,13,5,2,1024,11499-12/12/2019
142,20,58,52,22,2392,11499-27/3/2020
11,3,4,1,1,364,11499-14/4/2020
151,33,46,47,23,2326,11499-5/7/2020
146,36,44,21,25,2328,11499-8/10/2020
60,13,21,35,11,523,11499-10/11/2020
149,58,63,35,54,2191,11499-17/11/2020
9,12,11,8,8,806,11538-7/8/2017
11,11,13,5,1,1109,11538-15/8/2017
25,14,16,3,4,1176,11538-13/11/2017
37,19,9,1,7,1598,11538-9/3/2018
12,3,0,0,1,645,11538-7/5/2018
14,4,3,1,0,771,11538-28/8/2018
22,6,10,0,0,1085,11538-14/11/2018
35,9,3,5,3,1575,11538-18/3/2019
25,9,7,2,5,1176,11538-8/5/2019
1,6,3,0,0,316,11538-5/8/2020
50,15,17,4,6,1517,11580-20/6/2008
88,11,28,4,5,1790,11580-22/7/2008
85,19,41,0,8,1777,11580-20/11/2008
79,10,28,0,0,2047,11580-21/1/2009
173,26,71,8,5,3469,11580-18/3/2009
38,14,18,3,5,1406,11580-30/4/2009
57,14,14,0,16,1593,11580-24/8/2009
56,19,39,4,7,2141,11580-9/12/2009
33,19,7,2,8,1525,11580-21/1/2010
31,15,3,3,3,1641,11580-18/5/2010
99,35,35,4,16,1992,11580-19/8/2010
72,20,27,5,8,1722,11580-17/11/2010
77,17,18,1,4,1563,11580-25/1/2011
62,16,12,2,6,1205,11580-26/4/2011
51,15,16,0,8,1055,11580-26/7/2011
38,9,9,0,0,1263,11580-15/11/2011
160,76,33,27,12,2361,11580-17/12/2011
31,6,5,1,0,1195,11580-24/1/2012
76,20,18,2,6,2159,11580-24/4/2012
84,17,18,1,7,2247,11580-24/7/2012
70,18,16,2,9,2221,11580-14/11/2012
167,48,25,11,16,2322,11580-4/12/2012
57,13,12,3,4,1669,11580-23/1/2013
65,12,14,2,8,1744,11580-23/4/2013
82,31,20,3,7,2044,11580-26/7/2013
75,24,19,4,3,2239,11580-15/11/2013
135,67,105,8,39,2240,11580-7/12/2013
59,13,12,1,6,1454,11580-22/1/2014
49,15,7,0,3,1369,11580-23/4/2014
69,9,9,4,4,1494,11580-22/7/2014
85,18,8,0,0,1641,11580-13/11/2014
139,43,62,10,13,2367,11580-16/12/2014
63,23,6,2,4,2274,11580-21/1/2015
61,14,14,0,3,1500,11580-21/4/2015
47,12,15,2,13,918,11580-21/5/2015
59,19,9,1,1,1610,11580-21/7/2015
85,19,9,1,3,1918,11580-10/11/2015
166,70,30,16,10,2289,11580-12/12/2015
69,18,14,0,10,2064,11580-5/2/2016
87,17,8,2,1,1831,11580-20/4/2016
77,25,11,2,3,1999,11580-26/7/2016
52,14,8,2,6,1588,11580-15/11/2016
84,30,20,5,6,2299,11580-12/12/2016
44,14,8,0,4,1704,11580-24/1/2017
76,28,12,3,3,2229,11580-7/5/2017
60,23,15,0,4,1731,11580-25/7/2017
76,15,18,5,10,2016,11580-10/11/2017
111,45,34,4,8,2294,11580-15/12/2017
84,20,25,4,2,2085,11580-23/1/2018
88,18,26,5,14,2301,11580-10/4/2018
79,24,19,2,6,2223,11580-24/4/2018
62,24,17,1,5,2225,11580-6/8/2018
92,24,22,4,5,2246,11580-13/11/2018
122,79,50,12,28,2311,11580-20/12/2018
56,21,14,0,2,2233,11580-30/1/2019
44,14,19,0,1,1803,11580-12/8/2019
63,16,23,2,4,2238,11580-26/11/2019
34,17,15,6,4,1823,11580-5/2/2020
90,60,21,19,13,2332,11580-27/3/2020
39,15,9,0,0,1674,11580-31/3/2020
76,21,39,18,6,2206,11580-10/6/2020
65,27,41,9,8,2174,11580-27/10/2020
58,13,21,11,9,2249,11580-19/11/2020
23,23,15,28,3,1483,11819-24/2/2009
18,7,10,11,1,581,11819-19/5/2009
29,15,19,25,2,1180,11819-10/8/2009
36,31,15,11,7,1023,11819-16/12/2009
11,14,10,8,3,779,11819-12/2/2010
17,27,12,17,4,820,11819-4/6/2010
11,3,4,2,3,619,11819-4/8/2010
22,21,9,14,8,1141,11819-28/10/2010
12,16,9,9,5,1240,11819-11/2/2011
13,7,3,5,0,403,11819-11/5/2011
11,2,6,9,2,536,11819-20/5/2011
9,9,8,8,0,1219,11819-2/8/2011
18,7,11,6,0,638,11819-1/2/2012
40,26,26,11,3,1330,11819-17/4/2012
24,15,9,10,0,1037,11819-15/5/2012
31,9,13,17,0,1245,11819-14/8/2012
44,25,29,35,5,1408,11819-13/11/2012
33,20,31,18,13,1528,11819-18/2/2013
120,58,55,37,13,2329,12138-22/2/2018
112,77,71,33,17,2365,12138-28/2/2019
149,55,44,50,30,2375,12138-24/2/2020
160,53,46,22,25,2085,12138-29/3/2020
60,47,40,21,18,1781,12138-13/5/2020
147,62,55,56,35,2346,12138-20/11/2020
267,152,130,23,60,6616,12206-19/6/2008
68,36,44,10,12,2229,12206-22/8/2008
90,47,36,9,11,2287,12206-7/11/2008
75,51,44,4,9,2401,12206-11/2/2009
82,43,51,8,9,2421,12206-8/5/2009
70,28,26,5,2,2369,12206-7/8/2009
91,16,43,7,3,2366,12206-6/11/2009
113,41,71,19,12,2376,12206-19/2/2010
48,20,26,0,13,1435,12206-7/5/2010
105,21,57,11,10,2399,12206-6/8/2010
87,27,64,3,1,2431,12206-5/11/2010
101,29,76,12,14,2405,12206-23/2/2011
59,28,43,2,7,2260,12206-6/5/2011
86,29,34,8,9,2186,12206-5/8/2011
62,44,27,31,21,2159,12206-25/8/2011
21,5,11,2,4,558,12206-13/10/2011
125,26,51,8,13,2392,12206-4/11/2011
112,25,43,15,5,2354,12206-17/2/2012
116,96,79,26,32,4253,12206-3/3/2012
79,50,36,28,16,2320,12206-3/4/2012
107,31,64,10,7,2340,12206-9/5/2012
57,42,26,28,13,2348,12206-24/5/2012
69,24,27,5,3,2342,12206-3/8/2012
39,35,42,8,7,1776,12206-13/9/2012
73,55,30,7,1,2377,12206-21/9/2012
84,31,61,14,15,2314,12206-8/11/2012
70,37,22,23,22,2332,12206-3/12/2012
46,23,16,5,4,1591,12206-10/1/2013
80,67,31,37,17,2320,12206-31/1/2013
119,24,54,15,7,2357,12206-15/2/2013
92,87,77,15,17,2442,12206-6/3/2013
113,27,41,5,12,2330,12206-9/5/2013
19,32,45,12,15,1380,12206-18/5/2013
78,24,27,5,10,2331,12206-7/8/2013
70,65,45,11,17,2176,12206-12/9/2013
39,42,19,5,6,1441,12206-25/9/2013
111,31,44,8,16,2343,12206-6/11/2013
126,49,39,31,16,2347,12206-14/12/2013
48,43,32,6,19,1662,12206-8/1/2014
106,16,46,13,10,2273,12206-21/2/2014
45,39,13,3,15,1521,12206-11/3/2014
62,28,32,7,15,2350,12206-8/5/2014
76,60,75,29,16,2297,12206-19/5/2014
94,26,51,9,13,2379,12206-3/8/2014
47,52,36,14,14,2072,12206-12/9/2014
34,42,20,12,8,1751,12206-17/9/2014
90,24,59,6,12,2391,12206-7/11/2014
25,37,20,8,6,1146,12206-9/12/2014
80,23,58,14,16,2365,12206-20/2/2015
80,45,61,14,10,2353,12206-6/5/2015
66,45,50,13,9,1898,12206-26/6/2019
18,22,12,10,6,1620,12206-1/7/2019
54,40,31,19,11,2427,12206-12/7/2019
189,37,53,11,15,4623,12234-19/6/2008
57,11,29,5,9,2277,12234-21/9/2008
68,25,16,6,8,1908,12234-3/12/2008
96,28,34,8,10,2351,12234-28/5/2009
74,21,30,2,17,2252,12234-4/9/2009
72,13,26,3,14,2245,12234-3/12/2009
79,25,29,5,7,2267,12234-10/12/2009
88,12,25,5,12,2186,12234-4/3/2010
65,16,14,11,10,1424,12234-21/6/2010
37,12,16,3,7,1021,12234-26/8/2010
85,11,21,2,4,1881,12234-2/12/2010
46,5,9,2,5,984,12234-3/3/2011
143,41,89,13,20,2378,12234-31/3/2011
61,8,9,8,6,1260,12234-26/5/2011
66,7,18,6,13,1434,12234-1/9/2011
70,7,23,3,7,1426,12234-1/12/2011
124,19,35,8,18,2343,12234-9/3/2012
87,6,31,12,10,1612,12234-25/5/2012
84,40,34,3,18,2313,12234-6/9/2012
112,17,40,18,23,1778,12234-6/12/2012
88,9,18,6,7,1372,12234-14/3/2013
56,1,29,3,8,1038,12234-13/6/2013
49,8,30,2,10,1363,12234-5/9/2013
57,2,17,0,6,1146,12234-13/12/2013
136,12,51,4,15,2282,12234-10/4/2014
92,24,32,8,15,2289,12234-13/6/2014
38,19,9,1,1,1350,12234-12/9/2014
56,3,21,4,3,883,12234-11/12/2014
33,19,14,1,7,1251,12234-2/4/2015
97,31,43,9,10,2310,12234-17/6/2015
83,11,37,7,9,2277,12234-10/9/2015
86,21,37,3,8,2294,12234-9/12/2015
83,19,33,7,13,1733,12234-24/3/2016
48,27,19,9,12,1970,12234-8/6/2016
95,18,26,9,26,2059,12234-8/9/2016
105,33,49,4,10,2275,12234-7/12/2016
96,32,34,5,21,1819,12234-30/3/2017
62,22,42,7,10,2179,12234-7/6/2017
50,4,14,1,11,946,12234-8/9/2017
25,10,20,2,2,1014,12234-11/6/2018
27,10,8,3,2,750,12234-17/7/2018
22,9,7,1,6,808,12234-4/9/2018
0,3,1,1,0,147,12266-12/9/2011
59,22,69,16,2,2199,12266-20/3/2012
